Geneid,0_R1,0_R2,0_R3,5_R1,5_R2,5_R3,10_R1,10_R2,10_R3,15_R1,15_R2,15_R3,Entity,Symbol
gene-PA4113,14.0,17.0,,10.0,21.0,232.0,7.0,8.0,29.0,4.0,2.0,316.0,host,gene-PA4113
gene-PA5092,44.0,25.0,28.0,23.0,44.0,168.0,9.0,4.0,15.0,4.0,1.0,450.0,host,hutI
gene-PA3488,26.0,39.0,147.0,19.0,31.0,395.0,5.0,6.0,54.0,10.0,2.0,308.0,host,gene-PA3488
gene-PA5546,240.0,158.0,103.0,58.0,72.0,251.0,21.0,25.0,33.0,19.0,13.0,235.0,host,gene-PA5546
gene-PA3413,174.0,125.0,55.0,33.0,57.0,111.0,11.0,7.0,12.0,9.0,8.0,73.0,host,gene-PA3413
gene-PA1989,49.0,38.0,17.0,30.0,41.0,153.0,5.0,4.0,10.0,4.0,1.0,237.0,host,pqqE
gene-PA0177,61.0,70.0,62.0,38.0,71.0,158.0,9.0,15.0,13.0,6.0,6.0,163.0,host,gene-PA0177
gene-PA3026,76.0,51.0,39.0,29.0,56.0,225.0,8.0,9.0,33.0,5.0,5.0,442.0,host,gene-PA3026
gene-PA3685,48.0,68.0,18.0,52.0,100.0,65.0,21.0,21.0,12.0,14.0,8.0,47.0,host,gene-PA3685
gene-PA2360,66.0,55.0,12.0,45.0,40.0,99.0,8.0,7.0,8.0,4.0,2.0,113.0,host,gene-PA2360
gene-PA1518,6.0,9.0,13.0,6.0,3.0,64.0,1.0,1.0,12.0,0.0,2.0,40.0,host,gene-PA1518
gene-PA3856,48.0,31.0,19.0,37.0,47.0,91.0,4.0,5.0,12.0,2.0,1.0,117.0,host,gene-PA3856
gene-PA3152,187.0,306.0,203.0,176.0,343.0,453.0,31.0,47.0,42.0,15.0,7.0,250.0,host,hisH2
gene-PA1073,97.0,122.0,132.0,157.0,213.0,306.0,9.0,10.0,,8.0,8.0,178.0,host,braD
gene-PA3204,47.0,49.0,20.0,21.0,37.0,93.0,7.0,3.0,8.0,3.0,5.0,132.0,host,gene-PA3204
gene-PA4027,17.0,16.0,,13.0,13.0,139.0,3.0,3.0,,1.0,3.0,192.0,host,gene-PA4027
gene-PA2267,69.0,42.0,18.0,21.0,18.0,78.0,6.0,1.0,12.0,3.0,3.0,123.0,host,gene-PA2267
gene-PA1758,158.0,151.0,53.0,100.0,111.0,202.0,22.0,21.0,34.0,9.0,4.0,131.0,host,pabB
gene-PA0272,55.0,50.0,42.0,29.0,29.0,192.0,3.0,11.0,24.0,4.0,7.0,348.0,host,gene-PA0272
gene-PA5093,26.0,28.0,28.0,24.0,26.0,157.0,6.0,6.0,12.0,1.0,0.0,372.0,host,gene-PA5093
gene-PA5021,63.0,53.0,57.0,15.0,18.0,330.0,6.0,5.0,35.0,2.0,2.0,,host,gene-PA5021
gene-PA3337,18.0,25.0,,7.0,29.0,133.0,1.0,8.0,15.0,2.0,0.0,227.0,host,rfaD
gene-PA3996,,,212.0,,,277.0,,,25.0,,,162.0,host,lis
gene-PA4559,191.0,,120.0,,,208.0,,,21.0,,26.0,92.0,host,lspA
gene-PA4521,111.0,76.0,25.0,44.0,70.0,128.0,9.0,9.0,15.0,7.0,2.0,295.0,host,gene-PA4521
gene-PA4808,56.0,49.0,31.0,30.0,35.0,141.0,12.0,6.0,19.0,6.0,2.0,350.0,host,selA
gene-PA4191,19.0,12.0,,16.0,29.0,163.0,2.0,9.0,13.0,0.0,0.0,224.0,host,gene-PA4191
gene-PA4150,39.0,31.0,105.0,15.0,15.0,137.0,1.0,3.0,15.0,6.0,1.0,169.0,host,gene-PA4150
gene-PA3129,95.0,83.0,34.0,36.0,77.0,164.0,20.0,21.0,18.0,12.0,16.0,269.0,host,gene-PA3129
gene-PA4722,157.0,164.0,37.0,77.0,115.0,198.0,18.0,20.0,24.0,10.0,5.0,176.0,host,gene-PA4722
gene-PA5306,55.0,107.0,30.0,70.0,72.0,93.0,11.0,21.0,13.0,13.0,4.0,50.0,host,gene-PA5306
gene-PA3309,102.0,114.0,,34.0,80.0,,6.0,15.0,12.0,11.0,8.0,127.0,host,gene-PA3309
gene-PA2237,41.0,40.0,50.0,63.0,106.0,242.0,13.0,18.0,19.0,3.0,3.0,281.0,host,pslG
gene-PA0811,73.0,55.0,33.0,52.0,93.0,129.0,22.0,28.0,24.0,12.0,6.0,281.0,host,gene-PA0811
gene-PA4095,1.0,4.0,,1.0,0.0,104.0,0.0,0.0,10.0,1.0,0.0,63.0,host,gene-PA4095
gene-PA2105,61.0,80.0,42.0,43.0,60.0,177.0,1.0,4.0,10.0,4.0,2.0,59.0,host,gene-PA2105
gene-PA3578,298.0,198.0,47.0,97.0,165.0,208.0,14.0,18.0,25.0,7.0,5.0,245.0,host,gene-PA3578
gene-PA2380,21.0,34.0,11.0,8.0,21.0,78.0,4.0,6.0,6.0,1.0,6.0,48.0,host,gene-PA2380
gene-PA1595,65.0,74.0,21.0,27.0,68.0,91.0,18.0,5.0,11.0,8.0,8.0,116.0,host,gene-PA1595
gene-PA5379,9.0,9.0,32.0,8.0,6.0,267.0,5.0,4.0,24.0,4.0,6.0,368.0,host,sdaB
gene-PA1817,189.0,137.0,47.0,58.0,94.0,56.0,16.0,18.0,10.0,7.0,6.0,60.0,host,gene-PA1817
gene-PA2684,350.0,304.0,192.0,188.0,344.0,356.0,41.0,71.0,50.0,35.0,21.0,436.0,host,gene-PA2684
gene-PA2162,13.0,10.0,27.0,7.0,14.0,96.0,3.0,1.0,17.0,0.0,0.0,316.0,host,gene-PA2162
gene-PA3470,42.0,29.0,19.0,45.0,45.0,114.0,11.0,8.0,8.0,5.0,2.0,160.0,host,gene-PA3470
gene-PA5352,3.0,4.0,,3.0,6.0,71.0,1.0,0.0,,1.0,1.0,,host,gene-PA5352
gene-PA5140,245.0,265.0,91.0,182.0,259.0,198.0,35.0,40.0,27.0,26.0,10.0,196.0,host,hisF1
gene-PA3664,79.0,101.0,24.0,55.0,89.0,63.0,23.0,20.0,6.0,14.0,6.0,108.0,host,gene-PA3664
gene-PA0986,5.0,8.0,18.0,1.0,4.0,98.0,1.0,0.0,19.0,1.0,0.0,91.0,host,gene-PA0986
gene-PA0708,3.0,10.0,,5.0,10.0,,1.0,3.0,46.0,0.0,0.0,,host,gene-PA0708
gene-PA0890,70.0,169.0,37.0,87.0,147.0,144.0,17.0,15.0,20.0,4.0,5.0,162.0,host,aotM
gene-PA0862,164.0,150.0,67.0,64.0,75.0,165.0,9.0,13.0,13.0,3.0,5.0,247.0,host,gene-PA0862
gene-PA4682,33.0,34.0,63.0,11.0,20.0,301.0,13.0,10.0,34.0,11.0,5.0,200.0,host,gene-PA4682
gene-PA1085,229.0,144.0,91.0,192.0,201.0,173.0,28.0,17.0,24.0,13.0,11.0,210.0,host,flgJ
gene-PA3142,114.0,118.0,52.0,73.0,158.0,93.0,31.0,35.0,8.0,24.0,10.0,41.0,host,gene-PA3142
gene-PA4145,41.0,24.0,,11.0,25.0,167.0,5.0,4.0,12.0,0.0,2.0,489.0,host,gene-PA4145
gene-PA3443,4.0,6.0,19.0,3.0,7.0,136.0,0.0,3.0,16.0,1.0,0.0,115.0,host,gene-PA3443
gene-PA4595,,,,,,469.0,,,,,,449.0,host,gene-PA4595
gene-PA4969,141.0,111.0,26.0,38.0,57.0,194.0,10.0,10.0,15.0,6.0,3.0,435.0,host,cpdA
gene-PA4277.1,250.0,,206.0,,,,,,,,,241.0,host,gene-PA4277.1
gene-PA3293,14.0,5.0,11.0,5.0,7.0,161.0,2.0,1.0,11.0,4.0,1.0,162.0,host,gene-PA3293
gene-PA1351,8.0,6.0,13.0,2.0,7.0,50.0,1.0,2.0,10.0,1.0,2.0,155.0,host,gene-PA1351
gene-PA5197,67.0,74.0,43.0,37.0,54.0,203.0,8.0,15.0,50.0,10.0,8.0,239.0,host,rimK
gene-PA1519,5.0,4.0,34.0,5.0,5.0,216.0,0.0,3.0,26.0,1.0,0.0,300.0,host,gene-PA1519
gene-PA0870,,,,,,222.0,,,,,,193.0,host,phhC
gene-PA2483,100.0,98.0,30.0,86.0,134.0,100.0,21.0,15.0,14.0,10.0,8.0,103.0,host,gene-PA2483
gene-PA5211,11.0,7.0,13.0,7.0,5.0,63.0,3.0,4.0,6.0,1.0,3.0,110.0,host,gene-PA5211
gene-PA5539,9.0,13.0,19.0,6.0,8.0,157.0,1.0,1.0,15.0,0.0,1.0,219.0,host,gene-PA5539
gene-PA1858,15.0,10.0,26.0,10.0,12.0,137.0,2.0,8.0,8.0,1.0,0.0,311.0,host,str
gene-PA0886,16.0,13.0,17.0,7.0,13.0,182.0,2.0,2.0,20.0,0.0,2.0,242.0,host,gene-PA0886
gene-PA4564,336.0,309.0,,182.0,236.0,240.0,52.0,65.0,44.0,,,133.0,host,gene-PA4564
gene-PA2352,23.0,21.0,27.0,22.0,25.0,106.0,8.0,8.0,14.0,4.0,1.0,180.0,host,gene-PA2352
gene-PA0919,104.0,77.0,37.0,75.0,70.0,196.0,21.0,25.0,32.0,11.0,10.0,153.0,host,gene-PA0919
gene-PA5454,,,107.0,96.0,163.0,283.0,15.0,10.0,39.0,5.0,7.0,162.0,host,rmd
gene-PA3033,26.0,12.0,11.0,9.0,11.0,65.0,3.0,4.0,8.0,3.0,2.0,55.0,host,gene-PA3033
gene-PA0570,17.0,12.0,6.0,3.0,16.0,112.0,2.0,3.0,8.0,1.0,2.0,216.0,host,gene-PA0570
gene-PA1055,8.0,11.0,15.0,10.0,23.0,89.0,2.0,7.0,7.0,4.0,3.0,131.0,host,gene-PA1055
gene-PA3119,56.0,80.0,45.0,26.0,52.0,118.0,3.0,2.0,16.0,2.0,0.0,186.0,host,gene-PA3119
gene-PA0895,,,,205.0,,276.0,45.0,55.0,41.0,36.0,21.0,253.0,host,aruC
gene-PA1328,14.0,16.0,22.0,8.0,14.0,118.0,0.0,1.0,15.0,0.0,2.0,255.0,host,gene-PA1328
gene-PA0099,50.0,111.0,152.0,56.0,121.0,414.0,17.0,22.0,38.0,15.0,7.0,202.0,host,gene-PA0099
gene-PA3459,41.0,39.0,180.0,21.0,27.0,280.0,6.0,5.0,32.0,1.0,1.0,300.0,host,gene-PA3459
gene-PA3473,36.0,33.0,20.0,13.0,37.0,166.0,10.0,8.0,16.0,4.0,3.0,431.0,host,gene-PA3473
gene-PA5318,29.0,23.0,41.0,10.0,28.0,81.0,8.0,8.0,,5.0,3.0,125.0,host,gene-PA5318
gene-PA3963,17.0,17.0,,4.0,12.0,172.0,1.0,2.0,28.0,1.0,3.0,296.0,host,gene-PA3963
gene-PA4828,18.0,19.0,14.0,5.0,9.0,65.0,2.0,1.0,14.0,0.0,1.0,106.0,host,gene-PA4828
gene-PA4982,40.0,26.0,,15.0,22.0,213.0,2.0,1.0,,0.0,1.0,,host,gene-PA4982
gene-PA5224,,,,,,339.0,,,,,,262.0,host,pepP
gene-PA0861,302.0,,226.0,122.0,236.0,,19.0,26.0,,17.0,8.0,513.0,host,gene-PA0861
gene-PA4627,36.0,20.0,,29.0,34.0,191.0,8.0,4.0,,7.0,3.0,205.0,host,gene-PA4627
gene-PA2755a,50.0,20.0,21.0,14.0,18.0,79.0,9.0,1.0,1.0,3.0,3.0,38.0,host,gene-PA2755a
gene-PA2501,8.0,30.0,112.0,4.0,4.0,34.0,3.0,5.0,5.0,3.0,0.0,29.0,host,gene-PA2501
gene-PA4813,6.0,7.0,21.0,3.0,6.0,253.0,1.0,1.0,14.0,0.0,0.0,501.0,host,lipC
gene-PA0725,9.0,15.0,22.0,2.0,8.0,174.0,0.0,0.0,20.0,1.0,1.0,117.0,host,gene-PA0725
gene-PA1516,10.0,21.0,10.0,7.0,8.0,106.0,1.0,0.0,17.0,0.0,1.0,145.0,host,gene-PA1516
gene-PA0181,42.0,24.0,33.0,8.0,7.0,209.0,4.0,2.0,22.0,2.0,1.0,131.0,host,gene-PA0181
gene-PA0445,38.0,46.0,30.0,25.0,50.0,254.0,6.0,9.0,18.0,5.0,5.0,157.0,host,gene-PA0445
gene-PA0371,47.0,61.0,67.0,86.0,77.0,353.0,14.0,13.0,37.0,6.0,8.0,540.0,host,gene-PA0371
gene-PA1709,,,79.0,,,111.0,,,13.0,,,65.0,host,popD
gene-PA2750a,40.0,45.0,25.0,22.0,30.0,47.0,6.0,15.0,12.0,2.0,2.0,54.0,host,gene-PA2750a
gene-PA2772a,13.0,8.0,13.0,7.0,14.0,87.0,0.0,5.0,6.0,2.0,0.0,128.0,host,gene-PA2772a
gene-PA0885,11.0,7.0,10.0,1.0,7.0,117.0,1.0,1.0,10.0,1.0,2.0,167.0,host,gene-PA0885
gene-PA4277,,,,,,,,,,,,,host,tufB
gene-PA3114,88.0,85.0,33.0,101.0,151.0,125.0,18.0,12.0,19.0,10.0,5.0,169.0,host,truA
gene-PA3938,9.0,10.0,30.0,4.0,10.0,221.0,0.0,4.0,31.0,0.0,1.0,367.0,host,gene-PA3938
gene-PA5270,43.0,29.0,,14.0,25.0,266.0,4.0,4.0,,2.0,3.0,335.0,host,gene-PA5270
gene-PA1128,25.0,25.0,57.0,12.0,15.0,148.0,5.0,4.0,17.0,1.0,1.0,125.0,host,gene-PA1128
gene-PA4806,17.0,20.0,24.0,15.0,19.0,188.0,4.0,0.0,22.0,0.0,2.0,255.0,host,gene-PA4806
gene-PA2785,2.0,1.0,9.0,1.0,1.0,42.0,1.0,0.0,10.0,1.0,0.0,43.0,host,gene-PA2785
gene-PA3432,2.0,0.0,13.0,2.0,1.0,63.0,1.0,2.0,14.0,0.0,1.0,57.0,host,gene-PA3432
gene-PA2697,8.0,1.0,4.0,2.0,7.0,77.0,0.0,2.0,5.0,0.0,0.0,113.0,host,gene-PA2697
gene-PA0631,18.0,24.0,7.0,19.0,34.0,69.0,13.0,27.0,8.0,10.0,9.0,98.0,host,gene-PA0631
gene-PA3301,75.0,82.0,53.0,65.0,82.0,234.0,17.0,16.0,25.0,7.0,10.0,252.0,host,gene-PA3301
gene-PA1804,,,,,,431.0,,,42.0,,,78.0,host,hupB
gene-PA4649,9.0,5.0,,1.0,9.0,182.0,8.0,1.0,,0.0,1.0,480.0,host,gene-PA4649
gene-PA1038,25.0,28.0,12.0,18.0,23.0,76.0,4.0,5.0,5.0,2.0,3.0,57.0,host,gene-PA1038
gene-PA3365,45.0,33.0,20.0,33.0,49.0,191.0,4.0,3.0,12.0,0.0,0.0,247.0,host,gene-PA3365
gene-PA3375,4.0,3.0,9.0,3.0,5.0,98.0,0.0,0.0,11.0,1.0,0.0,181.0,host,gene-PA3375
gene-PA1114,35.0,24.0,10.0,20.0,23.0,36.0,1.0,5.0,,1.0,0.0,21.0,host,gene-PA1114
gene-PA2725,59.0,84.0,45.0,40.0,64.0,169.0,16.0,13.0,21.0,9.0,8.0,227.0,host,gene-PA2725
gene-PA0423,,,,,,,,,,,,163.0,host,pasP
gene-PA5346,280.0,331.0,,113.0,195.0,392.0,37.0,40.0,,23.0,24.0,438.0,host,gene-PA5346
gene-PA2416,19.0,11.0,14.0,5.0,14.0,109.0,0.0,3.0,22.0,0.0,0.0,159.0,host,treA
gene-PA1003,249.0,305.0,111.0,,,206.0,28.0,38.0,,15.0,15.0,82.0,host,mvfR
gene-PA2998,103.0,222.0,115.0,220.0,307.0,244.0,50.0,68.0,18.0,,24.0,209.0,host,nqrB
gene-PA1049,48.0,60.0,74.0,41.0,61.0,116.0,9.0,14.0,26.0,9.0,1.0,190.0,host,pdxH
gene-PA0814,6.0,6.0,5.0,8.0,5.0,20.0,0.0,3.0,3.0,2.0,0.0,26.0,host,gene-PA0814
gene-PA1994,39.0,27.0,20.0,18.0,32.0,100.0,6.0,2.0,14.0,5.0,0.0,162.0,host,gene-PA1994
gene-PA1061,90.0,59.0,40.0,46.0,76.0,212.0,8.0,11.0,22.0,6.0,10.0,301.0,host,gene-PA1061
gene-PA2886,17.0,15.0,26.0,3.0,9.0,174.0,1.0,0.0,18.0,2.0,2.0,419.0,host,atuA
gene-PA3172,84.0,113.0,70.0,118.0,156.0,131.0,34.0,31.0,18.0,20.0,15.0,112.0,host,gene-PA3172
gene-PA2595,12.0,17.0,27.0,11.0,15.0,115.0,3.0,4.0,14.0,3.0,0.0,181.0,host,gene-PA2595
gene-PA0568,65.0,61.0,37.0,27.0,35.0,130.0,4.0,4.0,10.0,8.0,5.0,87.0,host,gene-PA0568
gene-PA3916,33.0,26.0,23.0,26.0,27.0,116.0,8.0,10.0,7.0,4.0,2.0,151.0,host,moaE
gene-PA5114,144.0,123.0,84.0,64.0,145.0,376.0,36.0,55.0,,34.0,13.0,,host,gene-PA5114
gene-PA0364,23.0,16.0,41.0,18.0,26.0,257.0,7.0,3.0,42.0,4.0,1.0,454.0,host,gene-PA0364
gene-PA5113,133.0,141.0,87.0,94.0,122.0,212.0,25.0,40.0,33.0,30.0,8.0,310.0,host,gene-PA5113
gene-PA4663,114.0,107.0,225.0,72.0,141.0,117.0,14.0,36.0,22.0,17.0,8.0,201.0,host,moeB
gene-PA0340,33.0,53.0,26.0,17.0,38.0,189.0,8.0,6.0,27.0,4.0,4.0,358.0,host,gene-PA0340
gene-PA3195,212.0,247.0,136.0,247.0,,210.0,25.0,31.0,27.0,17.0,13.0,198.0,host,gapA
gene-PA0850,39.0,15.0,13.0,11.0,13.0,54.0,2.0,3.0,8.0,0.0,3.0,104.0,host,gene-PA0850
gene-PA2915,65.0,27.0,21.0,16.0,16.0,123.0,0.0,6.0,9.0,3.0,2.0,269.0,host,gene-PA2915
gene-PA5367,182.0,101.0,,59.0,85.0,301.0,36.0,44.0,72.0,,,364.0,host,pstA
gene-PA1464,,,,,,280.0,,,25.0,36.0,,88.0,host,gene-PA1464
gene-PA1381,8.0,11.0,34.0,7.0,7.0,144.0,0.0,4.0,25.0,2.0,1.0,83.0,host,gene-PA1381
gene-PA4315,312.0,308.0,,208.0,273.0,351.0,24.0,40.0,33.0,26.0,14.0,58.0,host,mvaT
gene-PA4812,155.0,173.0,206.0,129.0,223.0,,14.0,22.0,,11.0,5.0,,host,fdnG
gene-PA2983,256.0,292.0,41.0,136.0,272.0,140.0,46.0,43.0,34.0,18.0,17.0,132.0,host,gene-PA2983
gene-PA2500,22.0,35.0,56.0,6.0,5.0,79.0,0.0,3.0,11.0,3.0,0.0,130.0,host,gene-PA2500
gene-PA3425,46.0,28.0,7.0,21.0,12.0,56.0,2.0,2.0,10.0,1.0,1.0,103.0,host,gene-PA3425
gene-PA4137,7.0,6.0,,5.0,10.0,375.0,3.0,8.0,,2.0,1.0,432.0,host,gene-PA4137
gene-PA3671,62.0,76.0,42.0,13.0,10.0,189.0,2.0,3.0,19.0,4.0,3.0,154.0,host,gene-PA3671
gene-PA3531,22.0,22.0,,,,362.0,,,19.0,,,112.0,host,bfrB
gene-PA0032a,83.0,72.0,34.0,41.0,30.0,99.0,5.0,7.0,4.0,2.0,2.0,228.0,host,gene-PA0032a
gene-PA0598,177.0,129.0,53.0,87.0,110.0,164.0,17.0,34.0,20.0,17.0,8.0,175.0,host,gene-PA0598
gene-PA3229,23.0,30.0,10.0,12.0,18.0,63.0,4.0,2.0,10.0,3.0,2.0,72.0,host,gene-PA3229
gene-PA2714,25.0,17.0,34.0,10.0,11.0,299.0,1.0,6.0,26.0,3.0,2.0,,host,gene-PA2714
gene-PA0677,4.0,4.0,6.0,0.0,3.0,60.0,0.0,1.0,5.0,0.0,2.0,90.0,host,gene-PA0677
gene-PA0066,34.0,49.0,43.0,9.0,20.0,251.0,3.0,13.0,27.0,6.0,2.0,323.0,host,gene-PA0066
gene-PA4980,9.0,23.0,11.0,4.0,7.0,88.0,2.0,0.0,12.0,0.0,1.0,139.0,host,gene-PA4980
gene-PA3940,211.0,238.0,116.0,184.0,241.0,144.0,,58.0,23.0,28.0,,77.0,host,gene-PA3940
gene-PA5058,75.0,84.0,,32.0,69.0,446.0,9.0,15.0,,11.0,8.0,,host,phaC2
gene-PA1388,22.0,22.0,31.0,10.0,21.0,149.0,3.0,3.0,20.0,1.0,0.0,51.0,host,gene-PA1388
gene-PA3824,33.0,60.0,56.0,104.0,152.0,249.0,26.0,19.0,29.0,12.0,11.0,266.0,host,queA
gene-PA3175,5.0,5.0,12.0,7.0,7.0,93.0,3.0,2.0,11.0,4.0,3.0,131.0,host,gene-PA3175
gene-PA3448,3.0,3.0,16.0,0.0,1.0,90.0,0.0,0.0,10.0,0.0,0.0,108.0,host,gene-PA3448
gene-PA5162,117.0,131.0,103.0,86.0,125.0,199.0,25.0,30.0,17.0,10.0,8.0,226.0,host,rmlD
gene-PA3778,39.0,27.0,12.0,14.0,37.0,114.0,2.0,4.0,17.0,5.0,2.0,305.0,host,gene-PA3778
gene-PA5076,194.0,291.0,122.0,130.0,194.0,318.0,39.0,58.0,44.0,,,195.0,host,gene-PA5076
gene-PA1813,38.0,28.0,22.0,18.0,26.0,87.0,8.0,9.0,14.0,4.0,0.0,192.0,host,gene-PA1813
gene-PA2334,5.0,3.0,19.0,2.0,1.0,124.0,0.0,1.0,16.0,1.0,0.0,124.0,host,gene-PA2334
gene-PA4446,96.0,116.0,43.0,99.0,127.0,250.0,29.0,33.0,27.0,21.0,13.0,213.0,host,algW
gene-PA2688,49.0,43.0,46.0,16.0,19.0,353.0,4.0,3.0,39.0,7.0,5.0,283.0,host,pfeA
gene-PA5536,2.0,2.0,15.0,0.0,4.0,92.0,1.0,1.0,19.0,0.0,0.0,169.0,host,gene-PA5536
gene-PA1039,29.0,26.0,60.0,15.0,29.0,96.0,5.0,5.0,11.0,3.0,3.0,148.0,host,gene-PA1039
gene-PA3841,,,163.0,,,385.0,,71.0,,19.0,,536.0,host,exoS
gene-PA1341,172.0,29.0,51.0,,106.0,134.0,22.0,12.0,20.0,6.0,8.0,77.0,host,gene-PA1341
gene-PA0979,15.0,13.0,14.0,2.0,9.0,69.0,0.0,2.0,9.0,1.0,0.0,20.0,host,gene-PA0979
gene-PA4531,82.0,70.0,50.0,48.0,69.0,63.0,10.0,17.0,6.0,9.0,4.0,36.0,host,gene-PA4531
gene-PA4131,7.0,14.0,150.0,11.0,13.0,454.0,8.0,12.0,42.0,11.0,11.0,545.0,host,gene-PA4131
gene-PA4691,40.0,35.0,33.0,26.0,29.0,138.0,4.0,13.0,26.0,8.0,8.0,101.0,host,gene-PA4691
gene-PA0355,15.0,6.0,12.0,10.0,4.0,163.0,1.0,2.0,16.0,2.0,1.0,194.0,host,pfpI
gene-PA2743,,,,,,,,,,,,,host,infC
gene-PA1342,,155.0,212.0,,337.0,295.0,63.0,43.0,54.0,9.0,,88.0,host,gene-PA1342
gene-PA4827,46.0,33.0,13.0,18.0,20.0,179.0,3.0,5.0,12.0,2.0,5.0,198.0,host,gene-PA4827
gene-PA1399,24.0,28.0,10.0,13.0,12.0,74.0,4.0,4.0,9.0,4.0,3.0,84.0,host,gene-PA1399
gene-PA3145,109.0,310.0,181.0,171.0,,,38.0,70.0,59.0,27.0,11.0,214.0,host,wbpL
gene-PA1887,42.0,24.0,21.0,10.0,15.0,100.0,2.0,3.0,6.0,0.0,1.0,97.0,host,gene-PA1887
gene-PA1361,37.0,47.0,28.0,47.0,88.0,124.0,16.0,23.0,17.0,5.0,7.0,107.0,host,gene-PA1361
gene-PA4367,124.0,114.0,,42.0,66.0,311.0,11.0,18.0,,11.0,8.0,273.0,host,bifA
gene-PA4726.1,18.0,21.0,11.0,10.0,11.0,33.0,8.0,7.0,5.0,3.0,2.0,27.0,host,gene-PA4726.1
gene-PA0291,276.0,308.0,,,,,,,,,,176.0,host,oprE
gene-PA4528,249.0,273.0,,188.0,287.0,191.0,28.0,24.0,,12.0,18.0,147.0,host,pilD
gene-PA1252,57.0,38.0,22.0,11.0,17.0,148.0,6.0,2.0,12.0,0.0,1.0,280.0,host,gene-PA1252
gene-PA0024,69.0,90.0,112.0,55.0,81.0,300.0,20.0,28.0,36.0,14.0,6.0,361.0,host,hemF
gene-PA4658,28.0,19.0,120.0,11.0,17.0,134.0,2.0,7.0,,2.0,1.0,350.0,host,gene-PA4658
gene-PA4311,49.0,39.0,50.0,29.0,32.0,220.0,9.0,14.0,28.0,10.0,9.0,216.0,host,gene-PA4311
gene-PA5262,187.0,241.0,,78.0,99.0,214.0,16.0,23.0,,18.0,7.0,361.0,host,algZ
gene-PA4373,121.0,135.0,52.0,109.0,171.0,173.0,13.0,12.0,13.0,2.0,4.0,312.0,host,gene-PA4373
gene-PA2618,30.0,26.0,25.0,18.0,26.0,114.0,13.0,16.0,15.0,3.0,3.0,61.0,host,gene-PA2618
gene-PA4848,,,,,,,,,45.0,,,333.0,host,accC
gene-PA2600,11.0,18.0,15.0,4.0,10.0,131.0,1.0,1.0,10.0,0.0,0.0,129.0,host,gene-PA2600
gene-PA1103,312.0,252.0,,180.0,270.0,154.0,24.0,44.0,17.0,14.0,8.0,146.0,host,gene-PA1103
gene-PA2778,55.0,17.0,27.0,28.0,26.0,110.0,8.0,6.0,14.0,1.0,2.0,107.0,host,gene-PA2778
gene-PA1178,33.0,33.0,29.0,38.0,45.0,103.0,22.0,17.0,22.0,16.0,18.0,91.0,host,oprH
gene-PA4579,136.0,129.0,,82.0,137.0,387.0,9.0,27.0,52.0,22.0,9.0,,host,gene-PA4579
gene-PA3094,,,54.0,226.0,,140.0,48.0,63.0,10.0,15.0,23.0,213.0,host,gene-PA3094
gene-PA5275,269.0,201.0,,92.0,154.0,163.0,26.0,38.0,,9.0,12.0,217.0,host,gene-PA5275
gene-PA4550,249.0,172.0,80.0,180.0,213.0,160.0,24.0,17.0,,8.0,6.0,90.0,host,fimU
gene-PA3059,10.0,11.0,24.0,8.0,10.0,221.0,5.0,3.0,27.0,2.0,0.0,435.0,host,pelF
gene-PA0006,55.0,50.0,37.0,32.0,55.0,186.0,7.0,21.0,20.0,12.0,7.0,184.0,host,gene-PA0006
gene-PA1020,43.0,38.0,15.0,18.0,30.0,99.0,3.0,3.0,13.0,5.0,1.0,,host,gene-PA1020
gene-PA4603,177.0,124.0,,170.0,238.0,,27.0,22.0,61.0,7.0,11.0,220.0,host,gene-PA4603
gene-PA4041,44.0,31.0,21.0,15.0,17.0,164.0,3.0,6.0,22.0,2.0,1.0,220.0,host,gene-PA4041
gene-PA2573,223.0,197.0,107.0,115.0,153.0,193.0,21.0,29.0,28.0,18.0,14.0,130.0,host,gene-PA2573
gene-PA5494,59.0,60.0,167.0,36.0,62.0,120.0,11.0,15.0,12.0,11.0,9.0,45.0,host,gene-PA5494
gene-PA3695,98.0,97.0,42.0,83.0,111.0,160.0,19.0,18.0,15.0,4.0,10.0,232.0,host,gene-PA3695
gene-PA3720,4.0,5.0,15.0,5.0,8.0,138.0,0.0,0.0,15.0,0.0,0.0,121.0,host,gene-PA3720
gene-PA1139,34.0,28.0,10.0,13.0,12.0,79.0,6.0,5.0,10.0,1.0,0.0,89.0,host,gene-PA1139
gene-PA1746,17.0,11.0,,11.0,13.0,368.0,3.0,5.0,17.0,1.0,1.0,144.0,host,gene-PA1746
gene-PA5109,133.0,97.0,69.0,88.0,124.0,158.0,14.0,18.0,13.0,9.0,6.0,136.0,host,gene-PA5109
gene-PA3430,12.0,12.0,25.0,14.0,10.0,174.0,3.0,5.0,22.0,2.0,1.0,125.0,host,gene-PA3430
gene-PA4464,312.0,274.0,,89.0,119.0,158.0,28.0,21.0,63.0,12.0,13.0,64.0,host,ptsN
gene-PA3245,,,141.0,174.0,257.0,193.0,54.0,64.0,17.0,,25.0,53.0,host,minE
gene-PA0601,127.0,143.0,35.0,56.0,70.0,172.0,13.0,15.0,13.0,11.0,3.0,148.0,host,gene-PA0601
gene-PA3908,32.0,45.0,84.0,34.0,75.0,285.0,10.0,20.0,41.0,12.0,11.0,142.0,host,gene-PA3908
